2024-03-30T18:30:29 | june-exec | server-02-main | 192.168.1.188 | wmic memorychip get capacity | executed | success |
2024-03-25T15:33:48 | june-exec | server-01-main | 192.168.1.148 | wmic os get lastbootuptime | executed | success |
2024-03-25T15:30:27 | bill-exec | server-02-main | 192.168.1.189 | wmic cpu get name | executed | success |
2024-03-25T14:45:51 | claire-exec | server-02-main | 192.168.1.155 | wmic startup get name | executed | success |
2024-03-25T14:09:27 | june-exec | server-02-main | 192.168.1.140 | wmic process where name="chrome.exe" get processid | executed | success |
2024-03-25T13:58:19 | bill-exec | server-02-main | 192.168.1.132 | wmic os get version | executed | success |
2024-03-25T13:42:39 | claire-exec | server-02-main | 192.168.1.160 | wmic diskdrive get status | executed | success |
2024-03-25T13:24:07 | dean-admin | server-02-main | 192.168.1.122 | wmic logicaldisk get size,freespace,caption | executed | success |
2024-03-25T13:12:45 | june-exec | server-01-main | 192.168.1.162 | wmic cpu get caption | executed | success |
2024-03-25T13:02:44 | dean-admin | server-01-main | 192.168.1.130 | wmic process where "name='chrome.exe'" get processid | executed | success |
2024-03-25T12:59:17 | claire-exec | server-02-main | 192.168.1.170 | wmic os get version | executed | success |
2024-03-25T12:57:27 | sophie-engineering | engineering-02-main | 192.168.1.154 | wmic diskdrive get mediatype | executed | success |
2024-03-25T12:08:37 | june-exec | server-02-main | 192.168.1.176 | wmic path win32_powersettings | executed | success |
2024-03-25T12:04:58 | bill-exec | server-01-main | 192.168.1.114 | wmic service get Name | executed | success |
2024-03-25T11:48:03 | dean-admin | server-01-main | 192.168.1.104 | wmic process call create "notepad.exe" | executed | success |
2024-03-25T11:23:05 | dean-admin | server-02-main | 192.168.1.167 | wmic share get caption, usertype, path | executed | success |
2024-03-25T11:19:50 | dean-admin | server-02-main | 192.168.1.140 | wmic process where (caption="explorer.exe" and handlecount>1000) get name, handlecount | executed | success |
2024-03-25T11:03:02 | claire-exec | server-02-main | 192.168.1.144 | wmic logicaldisk get volumename | executed | success |
2024-03-25T10:55:14 | june-exec | server-01-main | 192.168.1.116 | wmic share get path | executed | success |
2024-03-25T10:27:50 | bill-exec | server-01-main | 192.168.1.161 | wmic useraccount get name | executed | success |
2024-03-25T09:48:20 | claire-exec | server-01-main | 192.168.1.107 | wmic sounddev get caption | executed | success |
2024-03-25T09:46:28 | june-exec | server-01-main | 192.168.1.184 | wmic bios get serialnumber | executed | success |
2024-03-25T09:15:39 | bill-exec | server-02-main | 192.168.1.178 | wmic nic get netconnectionid | executed | success |
2024-03-25T08:45:19 | sophie-engineering | engineering-01-main | 192.168.1.161 | wmic os get serialnumber | executed | success |
2024-03-25T08:33:59 | june-exec | server-02-main | 192.168.1.118 | wmic qfe get | executed | success |
2024-03-25T08:17:49 | dean-admin | server-01-main | 192.168.1.128 | wmic nteventlog where logfileName="Application" get Name, fileSize, NumberOFRecords | executed | success |
2024-03-25T08:10:37 | dean-admin | server-02-main | 192.168.1.111 | wmic os get version | executed | success |
2024-03-25T07:59:33 | bill-exec | server-02-main | 192.168.1.167 | wmic product get name | executed | success |
2024-03-25T07:37:52 | claire-exec | server-01-main | 192.168.1.180 | wmic cpu get maxclockspeed | executed | success |
2024-03-25T07:23:23 | sophie-engineering | engineering-02-main | 192.168.1.116 | wmic memorychip get speed | executed | success |
2024-03-25T05:21:27 | claire-exec | server-01-main | 192.168.1.194 | wmic logicaldisk get volumename | executed | success |
2024-03-25T03:04:18 | sophie-engineering | engineering-02-main | 192.168.1.136 | wmic scheduledjob get jobid,command | executed | success |
2024-03-25T02:31:50 | claire-exec | server-02-main | 192.168.1.131 | wmic printer get portname | executed | success |
2024-03-24T23:49:30 | claire-exec | server-02-main | 192.168.1.186 | wmic nicconfig get ipaddress | executed | success |
2024-03-24T22:31:57 | claire-exec | server-02-main | 192.168.1.165 | wmic diskdrive get model | executed | success |
2024-03-24T21:52:19 | dean-admin | server-01-main | 192.168.1.161 | wmic logicaldisk get description, providername | executed | success |
2024-03-24T21:05:10 | claire-exec | server-02-main | 192.168.1.150 | wmic startup get command | executed | success |
2024-03-24T20:16:39 | claire-exec | server-01-main | 192.168.1.102 | wmic process get executablepath | executed | success |
2024-03-24T19:57:31 | june-exec | server-01-main | 192.168.1.147 | wmic startup get command | executed | success |
2024-03-24T19:51:37 | sophie-engineering | engineering-01-main | 192.168.1.127 | wmic powerconfig get caption,elementname,value | executed | success |
2024-03-24T19:44:29 | bill-exec | server-01-main | 192.168.1.124 | wmic bios get serialnumber | executed | success |
2024-03-24T19:12:04 | dean-admin | server-02-main | 192.168.1.114 | wmic process where "name='chrome.exe'" get commandline | executed | success |
2024-03-24T19:03:58 | claire-exec | server-02-main | 192.168.1.134 | wmic process get executablepath | executed | success |
2024-03-24T19:01:12 | sophie-engineering | engineering-01-main | 192.168.1.117 | wmic memorychip get /format:list | executed | success |
2024-03-24T18:52:07 | dean-admin | server-01-main | 192.168.1.169 | wmic cpu get NumberOfCores | executed | success |
2024-03-24T18:42:59 | june-exec | server-02-main | 192.168.1.154 | wmic path win32_videocontroller | executed | success |
2024-03-24T18:30:25 | bill-exec | server-02-main | 192.168.1.141 | wmic logicalmemoryconfiguration get totalphysicalmemory | executed | success |
2024-03-24T18:07:49 | claire-exec | server-01-main | 192.168.1.121 | wmic logicaldisk get size | executed | success |
2024-03-24T17:37:21 | june-exec | server-01-main | 192.168.1.191 | wmic printer get name | executed | success |
2024-03-24T17:08:40 | claire-exec | server-02-main | 192.168.1.124 | wmic cpu get name | executed | success |
2024-03-24T16:58:18 | bill-exec | server-02-main | 192.168.1.187 | wmic diskdrive get status | executed | success |
2024-03-24T16:45:28 | sophie-engineering | engineering-02-main | 192.168.1.122 | wmic cpu get caption | executed | success |
2024-03-24T16:29:48 | june-exec | server-01-main | 192.168.1.181 | wmic diskdrive get model | executed | success |
2024-03-24T16:22:52 | claire-exec | server-02-main | 192.168.1.107 | wmic bios get version | executed | success |
2024-03-24T15:26:11 | claire-exec | server-01-main | 192.168.1.110 | wmic os get lastbootuptime | executed | success |
2024-03-24T15:18:33 | june-exec | server-02-main | 192.168.1.108 | wmic service where startmode="auto" get name | executed | success |
2024-03-24T15:04:57 | bill-exec | server-02-main | 192.168.1.135 | wmic process get executablepath | executed | success |
2024-03-24T14:59:10 | claire-exec | server-01-main | 192.168.1.168 | wmic logicaldisk get size | executed | success |
2024-03-24T14:46:24 | dean-admin | server-02-main | 192.168.1.125 | wmic bios get version | executed | success |
2024-03-24T14:20:54 | sophie-engineering | engineering-01-main | 192.168.1.107 | wmic os get lastbootuptime | executed | success |
2024-03-24T14:10:57 | june-exec | server-01-main | 192.168.1.198 | wmic netlogin get name | executed | success |
2024-03-24T13:55:10 | dean-admin | server-01-main | 192.168.1.133 | wmic nteventlog where logfileName="Application" list brief | executed | success |
2024-03-24T13:27:50 | bill-exec | server-01-main | 192.168.1.158 | wmic startup get command | executed | success |
2024-03-24T13:01:24 | june-exec | server-02-main | 192.168.1.124 | wmic process where workingsetsize>1000000 get name | executed | success |
2024-03-24T12:37:20 | claire-exec | server-02-main | 192.168.1.198 | wmic diskdrive get model | executed | success |
2024-03-24T12:15:39 | bill-exec | server-02-main | 192.168.1.104 | wmic service get state | executed | success |
2024-03-24T12:04:38 | june-exec | server-01-main | 192.168.1.106 | wmic nic get macaddress | executed | success |
2024-03-24T12:00:33 | sophie-engineering | engineering-02-main | 192.168.1.123 | wmic bios get serialnumber | executed | success |
2024-03-24T11:09:33 | claire-exec | server-01-main | 192.168.1.181 | wmic cpu get maxclockspeed | executed | success |
2024-03-24T10:59:33 | bill-exec | server-01-main | 192.168.1.196 | wmic os get lastbootuptime | executed | success |
2024-03-24T10:56:47 | june-exec | server-01-main | 192.168.1.153 | wmic startup command get | executed | success |
2024-03-24T10:55:47 | dean-admin | server-02-main | 192.168.1.193 | wmic logicaldisk where size>1000000000 get | executed | success |
2024-03-24T10:45:33 | claire-exec | server-02-main | 192.168.1.117 | wmic printer get name | executed | success |
2024-03-24T09:45:22 | june-exec | server-02-main | 192.168.1.177 | wmic cpu get name | executed | success |
2024-03-24T09:44:29 | bill-exec | server-01-main | 192.168.1.173 | wmic printer get name | executed | success |
2024-03-24T09:40:49 | sophie-engineering | engineering-01-main | 192.168.1.119 | wmic logicaldisk get size,freespace,caption | executed | success |
2024-03-24T09:22:26 | claire-exec | server-01-main | 192.168.1.132 | wmic bios get version | executed | success |
2024-03-24T08:48:37 | claire-exec | server-01-main | 192.168.1.171 | wmic qfe get caption | executed | success |
2024-03-24T08:34:09 | june-exec | server-01-main | 192.168.1.138 | wmic logicaldisk get description | executed | success |
2024-03-24T08:30:25 | bill-exec | server-01-main | 192.168.1.120 | wmic cpu get maxclockspeed | executed | success |
2024-03-24T08:08:39 | dean-admin | server-02-main | 192.168.1.103 | wmic os get version | executed | success |
2024-03-24T08:07:34 | june-exec | server-02-main | 192.168.1.132 | wmic bios get version | executed | success |
2024-03-24T08:02:30 | claire-exec | server-01-main | 192.168.1.189 | wmic process get caption | executed | success |
2024-03-24T07:15:05 | sophie-engineering | engineering-02-main | 192.168.1.114 | wmic nic get name,macaddress | executed | success |
2024-03-24T06:58:19 | dean-admin | server-01-main | 192.168.1.195 | wmic process get name, processid, commandline | executed | success |
2024-03-24T06:38:51 | dean-admin | server-02-main | 192.168.1.197 | wmic share get path | executed | success |
2024-03-24T04:55:21 | sophie-engineering | engineering-01-main | 192.168.1.101 | wmic qfe list brief | executed | success |
2024-03-24T02:30:46 | sophie-engineering | engineering-02-main | 192.168.1.124 | wmic useraccount where name='Administrator' get fullname | executed | success |
2024-03-23T23:10:03 | sophie-engineering | engineering-01-main | 192.168.1.118 | wmic service where state='running' get caption,startmode | executed | success |
2024-03-23T21:17:06 | dean-admin | server-01-main | 192.168.1.172 | wmic qfe get hotfixid,installedon | executed | success |
2024-03-23T20:45:19 | sophie-engineering | engineering-02-main | 192.168.1.112 | wmic netlogin get fullname,lastlogon | executed | success |
2024-03-23T18:25:38 | sophie-engineering | engineering-01-main | 192.168.1.103 | wmic product get name,version | executed | success |
2024-03-23T18:02:23 | june-exec | server-02-main | 192.168.1.145 | wmic qfe get | executed | success |
2024-03-23T17:13:19 | claire-exec | server-02-main | 192.168.1.165 | wmic process list | executed | success |
2024-03-23T16:27:46 | bill-exec | server-02-main | 192.168.1.137 | wmic diskdrive get size | executed | success |
2024-03-23T16:05:55 | sophie-engineering | engineering-02-main | 192.168.1.126 | wmic process get caption,processid | executed | success |
2024-03-23T15:48:11 | dean-admin | server-01-main | 192.168.1.107 | wmic startup get caption, command | executed | success |
2024-03-23T15:29:42 | claire-exec | server-01-main | 192.168.1.131 | wmic bios get serialnumber | executed | success |
2024-03-23T15:12:59 | bill-exec | server-01-main | 192.168.1.118 | wmic logicaldisk get size | executed | success |
2024-03-23T14:09:40 | bill-exec | server-02-main | 192.168.1.145 | wmic cpu get caption | executed | success |
2024-03-23T13:45:58 | claire-exec | server-02-main | 192.168.1.191 | wmic logicaldisk get size | executed | success |
2024-03-23T13:40:12 | sophie-engineering | engineering-01-main | 192.168.1.116 | wmic startup get caption,command | executed | success |
2024-03-23T13:32:12 | dean-admin | server-01-main | 192.168.1.133 | wmic useraccount create UserName='voltyp-admin', Password='as&9ha2e$#&@n22n(' | executed | success |
2024-03-23T13:05:27 | bill-exec | server-02-main | 192.168.1.192 | wmic os get lastbootuptime | executed | success |
2024-03-23T12:45:59 | june-exec | server-01-main | 192.168.1.102 | wmic process list full | executed | success |
2024-03-23T12:18:48 | dean-admin | server-01-main | 192.168.1.133 | wmic process list brief | executed | success |
2024-03-23T11:54:32 | bill-exec | server-02-main | 192.168.1.152 | wmic memorychip get capacity | executed | success |
2024-03-23T11:52:16 | claire-exec | server-01-main | 192.168.1.148 | wmic cpu get caption | executed | success |
2024-03-23T11:26:59 | sophie-engineering | engineering-02-main | 192.168.1.118 | wmic powermanagementevent get eventcode,description | executed | success |
2024-03-23T11:23:03 | dean-admin | server-01-main | 192.168.1.133 | wmic process list brief | executed | success |
2024-03-23T11:20:45 | dean-admin | server-01-main | 192.168.1.133 | wmic process list brief | executed | failed |
2024-03-23T11:20:31 | sophie-engineering | engineering-02-main | 192.168.1.109 | wmic timezone get caption | executed | success |
2024-03-23T10:59:07 | dean-admin | server-02-main | 192.168.1.145 | wmic process get caption, creationdate, processid | executed | success |
2024-03-23T10:41:16 | bill-exec | server-01-main | 192.168.1.107 | wmic bios get serialnumber | executed | success |
2024-03-23T10:27:31 | dean-admin | server-02-main | 192.168.1.141 | wmic qfe list | executed | success |
2024-03-23T10:07:53 | claire-exec | server-02-main | 192.168.1.178 | wmic os get installdate | executed | success |
2024-03-23T09:52:03 | dean-admin | server-01-main | 192.168.1.117 | wmic printerconfig get caption, color | executed | success |
2024-03-23T09:32:23 | bill-exec | server-01-main | 192.168.1.181 | wmic printer get name | executed | success |
2024-03-23T08:55:47 | sophie-engineering | engineering-01-main | 192.168.1.104 | wmic processcall get caption,creationdate | executed | success |
2024-03-23T08:25:49 | bill-exec | server-01-main | 192.168.1.121 | wmic process get name | executed | success |
2024-03-23T08:23:27 | claire-exec | server-01-main | 192.168.1.111 | wmic qfe list | executed | success |
2024-03-23T07:17:56 | bill-exec | server-01-main | 192.168.1.163 | wmic startup get caption | executed | success |
2024-03-23T06:35:04 | sophie-engineering | engineering-02-main | 192.168.1.128 | wmic startupcommand get command,description | executed | success |
2024-03-23T06:25:31 | dean-admin | server-02-main | 192.168.1.177 | wmic os get | executed | success |
2024-03-23T05:36:18 | dean-admin | server-01-main | 192.168.1.109 | wmic service where "state='running'" get name, startname | executed | success |
2024-03-23T05:21:18 | dean-admin | server-02-main | 192.168.1.134 | wmic os get buildnumber | executed | success |
2024-03-23T04:15:22 | sophie-engineering | engineering-01-main | 192.168.1.105 | wmic service where state='stopped' get caption,startname | executed | success |
2024-03-23T01:50:38 | sophie-engineering | engineering-02-main | 192.168.1.125 | wmic process where priority=24 get caption,processid | executed | success |
2024-03-22T23:30:54 | sophie-engineering | engineering-01-main | 192.168.1.121 | wmic nicconfig get ipaddress,macaddress | executed | success |
2024-03-22T23:19:33 | june-exec | server-01-main | 192.168.1.155 | wmic computersystem get username | executed | success |
2024-03-22T21:10:11 | sophie-engineering | engineering-02-main | 192.168.1.111 | wmic environment get description,value | executed | success |
2024-03-22T19:53:11 | bill-exec | server-01-main | 192.168.1.198 | wmic netlogin get fullname | executed | success |
2024-03-22T19:42:04 | claire-exec | server-02-main | 192.168.1.187 | wmic netlogin get fullname | executed | success |
2024-03-22T18:45:28 | sophie-engineering | engineering-01-main | 192.168.1.108 | wmic group where name='Administrators' get caption,domain | executed | success |
2024-03-22T18:42:45 | bill-exec | server-02-main | 192.168.1.167 | wmic qfe get hotfixid | executed | success |
2024-03-22T17:59:19 | claire-exec | server-01-main | 192.168.1.103 | wmic service list | executed | success |
2024-03-22T17:32:09 | dean-admin | server-01-main | 192.168.1.120 | wmic service where "name like '%fire%'" get name, startmode | executed | success |
2024-03-22T17:31:28 | bill-exec | server-01-main | 192.168.1.131 | wmic group get name | executed | success |
2024-03-22T16:40:11 | dean-admin | server-02-main | 192.168.1.115 | wmic product get name | executed | success |
2024-03-22T16:25:46 | sophie-engineering | engineering-02-main | 192.168.1.106 | wmic netclient get caption,installdate | executed | success |
2024-03-22T16:21:04 | bill-exec | server-02-main | 192.168.1.188 | wmic product get name | executed | success |
2024-03-22T16:14:37 | claire-exec | server-02-main | 192.168.1.172 | wmic useraccount list | executed | success |
2024-03-22T15:37:27 | june-exec | server-02-main | 192.168.1.198 | wmic startup list full | executed | success |
2024-03-22T15:12:59 | dean-admin | server-02-main | 192.168.1.107 | wmic computersystem list /Format & wmic computersystem get Name, NumberOfProcessors, PrimaryOwnerName | executed | success |
2024-03-22T15:12:19 | bill-exec | server-01-main | 192.168.1.105 | wmic service get name | executed | success |
2024-03-22T14:29:52 | claire-exec | server-01-main | 192.168.1.121 | wmic timedate get localdatetime | executed | success |
2024-03-22T14:26:55 | dean-admin | server-02-main | 192.168.1.188 | wmic path win32_videocontroller get configmanagererrorcode, driverdate | executed | success |
2024-03-22T14:18:40 | dean-admin | server-01-main | 192.168.1.126 | wmic volume get capacity | executed | success |
2024-03-22T14:10:52 | dean-admin | server-01-main | 192.168.1.110 | wmic logicaldisk where "Size>1000000000" get caption, size | executed | success |
2024-03-22T14:05:37 | bill-exec | server-02-main | 192.168.1.175 | wmic share get name | executed | success |
2024-03-22T14:05:03 | sophie-engineering | engineering-01-main | 192.168.1.129 | wmic processcall get caption,processid | executed | success |
2024-03-22T13:25:49 | dean-admin | server-02-main | 192.168.1.144 | wmic cpu get name, caption, status | executed | success |
2024-03-22T12:52:29 | bill-exec | server-01-main | 192.168.1.140 | wmic startupcommand get command | executed | success |
2024-03-22T12:45:17 | claire-exec | server-02-main | 192.168.1.110 | wmic startup get caption | executed | success |
2024-03-22T12:30:19 | dean-admin | server-02-main | 192.168.1.199 | wmic useraccount get name | executed | success |
2024-03-22T12:11:36 | dean-admin | server-02-main | 192.168.1.181 | wmic bios get | executed | success |
2024-03-22T11:41:20 | bill-exec | server-02-main | 192.168.1.110 | wmic processcall get commandline | executed | success |
2024-03-22T11:40:19 | sophie-engineering | engineering-02-main | 192.168.1.115 | wmic startupcommand get command,description | executed | success |
2024-03-22T11:19:03 | dean-admin | server-02-main | 192.168.1.137 | wmic os get currenttimezone | executed | success |
2024-03-22T10:57:34 | dean-admin | server-02-main | 192.168.1.143 | wmic logicaldisk get size | executed | success |
2024-03-22T10:41:03 | dean-admin | server-01-main | 192.168.1.114 | wmic service where started=true get name, startname | executed | success |
2024-03-22T10:35:09 | bill-exec | server-01-main | 192.168.1.191 | wmic useraccount get name | executed | success |
2024-03-22T10:04:51 | dean-admin | server-01-main | 192.168.1.135 | wmic os get localdatetime, LastBootUpTime | executed | success |
2024-03-22T10:02:48 | dean-admin | server-02-main | 192.168.1.184 | wmic qfe get hotfixid | executed | success |
2024-03-22T09:55:23 | dean-admin | server-01-main | 192.168.1.103 | wmic startup get command | executed | success |
2024-03-22T09:52:39 | claire-exec | server-01-main | 192.168.1.139 | wmic nic get macaddress | executed | success |
2024-03-22T09:47:33 | dean-admin | server-02-main | 192.168.1.176 | wmic qfe list brief | executed | success |
2024-03-22T09:45:57 | dean-admin | server-01-main | 192.168.1.135 | wmic nicconfig get caption, ipaddress | executed | success |
2024-03-22T09:28:54 | bill-exec | server-02-main | 192.168.1.154 | wmic timezone get caption | executed | success |
2024-03-22T09:20:37 | sophie-engineering | engineering-01-main | 192.168.1.110 | wmic service where state='running' get caption,startname | executed | success |
2024-03-22T08:54:50 | june-exec | server-01-main | 192.168.1.123 | wmic cpu get numberofcores | executed | success |
2024-03-22T08:17:36 | bill-exec | server-01-main | 192.168.1.125 | wmic pagefile get name | executed | success |
2024-03-22T08:07:58 | claire-exec | server-02-main | 192.168.1.192 | wmic diskdrive get model | executed | success |
2024-03-22T08:05:37 | dean-admin | server-02-main | 192.168.1.123 | wmic process where "name='explorer.exe'" get processid | executed | success |
2024-03-22T07:59:41 | bill-exec | server-02-main | 192.168.1.174 | wmic printerconfig get name | executed | success |
2024-03-22T07:30:05 | dean-admin | server-01-main | 192.168.1.158 | wmic process call create "notepad.exe" | executed | success |
2024-03-22T06:55:54 | sophie-engineering | engineering-02-main | 192.168.1.102 | wmic product get name,version | executed | success |
2024-03-22T06:32:04 | sophie-engineering | engineering-01-main | 192.168.1.164 | wmic nteventlog get filename | executed | success |
2024-03-22T06:02:14 | dean-admin | server-02-main | 192.168.1.155 | wmic service list brief | executed | success |
2024-03-22T04:45:58 | dean-admin | server-02-main | 192.168.1.112 | wmic nic get netconnectionid | executed | success |
2024-03-22T04:35:17 | dean-admin | server-02-main | 192.168.1.187 | wmic startup get Caption | executed | success |
2024-03-22T04:35:12 | sophie-engineering | engineering-01-main | 192.168.1.120 | wmic timezone get caption | executed | success |
2024-03-22T03:15:30 | dean-admin | server-01-main | 192.168.1.142 | wmic qfe list brief | executed | success |
2024-03-22T02:10:29 | sophie-engineering | engineering-02-main | 192.168.1.113 | wmic process where priority=24 get caption,processid | executed | success |
2024-03-22T01:18:52 | dean-admin | server-01-main | 192.168.1.146 | wmic os get lastbootuptime | executed | success |
2024-03-22T00:47:49 | dean-admin | server-02-main | 192.168.1.188 | wmic process list brief | executed | success |
2024-03-21T22:03:36 | dean-admin | server-02-main | 192.168.1.156 | wmic process call create "notepad.exe" | executed | success |
2024-03-21T21:28:13 | june-exec | server-02-main | 192.168.1.133 | wmic logicaldisk get description | executed | success |
2024-03-21T21:10:37 | dean-admin | server-01-main | 192.168.1.109 | wmic nicconfig get ipaddress | executed | success |
2024-03-21T20:40:51 | dean-admin | server-02-main | 192.168.1.103 | wmic logicaldisk get description | executed | success |
2024-03-21T20:30:59 | dean-admin | server-01-main | 192.168.1.139 | wmic useraccount get Name | executed | success |
2024-03-21T19:17:40 | dean-admin | server-01-main | 192.168.1.197 | wmic netlogin where "lastlogon>20240320" get name, lastlogon | executed | success |
2024-03-21T18:32:54 | dean-admin | server-02-main | 192.168.1.134 | wmic os get version | executed | success |
2024-03-21T18:02:49 | sophie-engineering | engineering-02-main | 192.168.1.180 | wmic product get name | executed | success |
2024-03-21T17:23:46 | bill-exec | server-02-main | 192.168.1.189 | wmic process list | executed | success |
2024-03-21T17:22:33 | dean-admin | server-01-main | 192.168.1.156 | wmic nicconfig get | executed | success |
2024-03-21T17:05:45 | dean-admin | server-01-main | 192.168.1.131 | wmic cpu get loadpercentage | executed | success |
2024-03-21T16:58:10 | dean-admin | server-01-main | 192.168.1.176 | wmic logicaldisk get size | executed | success |
2024-03-21T16:45:37 | sophie-engineering | engineering-01-main | 192.168.1.114 | wmic memorychip get capacity | executed | success |
2024-03-21T16:45:12 | bill-exec | server-01-main | 192.168.1.178 | wmic os get version | executed | success |
2024-03-21T16:42:02 | dean-admin | server-01-main | 192.168.1.153 | wmic nic get MACAddress | executed | success |
2024-03-21T16:32:11 | dean-admin | server-02-main | 192.168.1.125 | wmic logicaldisk get size | executed | success |
2024-03-21T16:26:19 | claire-exec | server-01-main | 192.168.1.188 | wmic product get name | executed | success |
2024-03-21T15:32:54 | bill-exec | server-01-main | 192.168.1.105 | wmic cpu get name | executed | success |
2024-03-21T15:20:18 | dean-admin | server-02-main | 192.168.1.121 | wmic cpu get caption | executed | success |
2024-03-21T15:06:47 | june-exec | server-01-main | 192.168.1.109 | wmic os get version | executed | success |
2024-03-21T14:42:38 | claire-exec | server-02-main | 192.168.1.154 | wmic sysdriver list full | executed | success |
2024-03-21T14:29:55 | sophie-engineering | engineering-01-main | 192.168.1.152 | wmic cpu get name | executed | success |
2024-03-21T14:21:39 | bill-exec | server-01-main | 192.168.1.136 | wmic diskdrive get size | executed | success |
2024-03-21T14:20:11 | sophie-engineering | engineering-02-main | 192.168.1.147 | wmic sensors get caption,currentreading | executed | success |
2024-03-21T13:45:27 | dean-admin | server-01-main | 192.168.1.175 | wmic process get caption, commandline | executed | success |
2024-03-21T13:22:33 | dean-admin | server-02-main | 192.168.1.177 | wmic bios get version | executed | success |
2024-03-21T13:17:28 | bill-exec | server-02-main | 192.168.1.167 | wmic bios get serialnumber | executed | success |
2024-03-21T12:58:59 | claire-exec | server-01-main | 192.168.1.163 | wmic process get commandline | executed | success |
2024-03-21T12:34:33 | dean-admin | server-02-main | 192.168.1.154 | wmic product get version, vendor, name | executed | success |
2024-03-21T12:15:41 | sophie-engineering | engineering-02-main | 192.168.1.123 | wmic diskdrive get model | executed | success |
2024-03-21T12:09:15 | bill-exec | server-02-main | 192.168.1.118 | wmic logicaldisk get description | executed | success |
2024-03-21T11:45:22 | dean-admin | server-01-main | 192.168.1.147 | wmic bios get serialnumber | executed | success |
2024-03-21T11:17:49 | dean-admin | server-01-main | 192.168.1.135 | wmic nteventlog where logfileName="Application" get Name, fileSize, NumberOFRecords | executed | success |
2024-03-21T11:15:23 | claire-exec | server-02-main | 192.168.1.167 | wmic startupcommand get path | executed | success |
2024-03-21T10:55:49 | bill-exec | server-02-main | 192.168.1.144 | wmic netlogin get fullname | executed | success |
2024-03-21T10:35:21 | dean-admin | server-01-main | 192.168.1.135 | wmic service where name="wuauserv" call startservice | executed | success |
2024-03-21T10:07:28 | sophie-engineering | engineering-01-main | 192.168.1.156 | wmic os get lastbootuptime | executed | success |
2024-03-21T09:32:37 | bill-exec | server-01-main | 192.168.1.126 | wmic product get description | executed | success |
2024-03-21T09:31:48 | claire-exec | server-01-main | 192.168.1.106 | wmic share get name | executed | success |
2024-03-21T09:28:39 | dean-admin | server-01-main | 192.168.1.160 | wmic nicconfig get index, ipaddress, subnetmask | executed | success |
2024-03-21T08:57:27 | dean-admin | server-01-main | 192.168.1.165 | wmic printer get name | executed | success |
2024-03-21T08:40:02 | june-exec | server-02-main | 192.168.1.166 | wmic nicconfig get ipaddress | executed | success |
2024-03-21T08:14:20 | bill-exec | server-02-main | 192.168.1.186 | wmic qfe list | executed | success |
2024-03-21T08:02:33 | sophie-engineering | engineering-02-main | 192.168.1.117 | wmic bios get serialnumber | executed | success |
2024-03-21T07:47:12 | claire-exec | server-02-main | 192.168.1.199 | wmic printer get name | executed | success |
2024-03-21T06:52:08 | bill-exec | server-01-main | 192.168.1.151 | wmic service get state | executed | success |
2024-03-21T06:00:14 | sophie-engineering | engineering-02-main | 192.168.1.170 | wmic qfe get | executed | success |
2024-03-21T05:25:53 | bill-exec | server-02-main | 192.168.1.169 | wmic startup get command | executed | success |
2024-03-21T04:15:58 | dean-admin | server-02-main | 192.168.1.116 | wmic diskdrive get mediatype | executed | success |
2024-03-21T03:57:35 | bill-exec | server-01-main | 192.168.1.194 | wmic timezone get caption | executed | success |
2024-03-21T03:55:22 | sophie-engineering | engineering-01-main | 192.168.1.109 | wmic useraccount where name='Administrator' get disabled | executed | success |
2024-03-21T02:27:19 | bill-exec | server-02-main | 192.168.1.123 | wmic volume get deviceid | executed | success |
2024-03-21T00:55:07 | bill-exec | server-01-main | 192.168.1.181 | wmic process call create calc | executed | success |
2024-03-20T23:51:29 | sophie-engineering | engineering-02-main | 192.168.1.137 | wmic printer get name | executed | success |
2024-03-20T23:20:51 | bill-exec | server-02-main | 192.168.1.155 | wmic os get lastbootuptime | executed | success |
2024-03-20T23:12:45 | dean-admin | server-02-main | 192.168.1.138 | wmic logicaldisk get | executed | success |
2024-03-20T23:12:18 | june-exec | server-01-main | 192.168.1.178 | wmic product get name | executed | success |
2024-03-20T21:49:18 | sophie-engineering | engineering-01-main | 192.168.1.199 | wmic nic get name | executed | success |
2024-03-20T21:49:03 | dean-admin | server-01-main | 192.168.1.177 | wmic qfe list brief | executed | success |
2024-03-20T21:44:34 | bill-exec | server-01-main | 192.168.1.134 | wmic nicconfig get ipaddress | executed | success |
2024-03-20T20:06:18 | bill-exec | server-02-main | 192.168.1.150 | wmic printer get name | executed | success |
2024-03-20T19:50:27 | sophie-engineering | engineering-01-main | 192.168.1.128 | wmic cpu get caption | executed | success |
2024-03-20T19:16:41 | dean-admin | server-02-main | 192.168.1.181 | wmic startup get command | executed | success |
2024-03-20T18:25:59 | bill-exec | server-01-main | 192.168.1.171 | wmic share get name | executed | success |
2024-03-20T17:52:36 | sophie-engineering | engineering-02-main | 192.168.1.142 | wmic logicaldisk get size | executed | success |
2024-03-20T17:19:43 | dean-admin | server-01-main | 192.168.1.105 | wmic process list brief | executed | success |
2024-03-20T17:06:34 | claire-exec | server-01-main | 192.168.1.149 | wmic useraccount where name="Administrator" get fullname | executed | success |
2024-03-20T16:43:39 | bill-exec | server-02-main | 192.168.1.176 | wmic startupcall get command | executed | success |
2024-03-20T16:34:54 | june-exec | server-02-main | 192.168.1.121 | wmic service list brief | executed | success |
